1,1,620,320,220,540,-1,-1,-1,-1,-1
2,1,620,319,220,541,-1,-1,-1,-1,-1
3,1,620,319,220,542,-1,-1,-1,-1,-1
4,1,620,318,220,543,-1,-1,-1,-1,-1
5,1,620,318,220,544,-1,-1,-1,-1,-1
6,1,620,317,220,545,-1,-1,-1,-1,-1
7,1,620,317,220,546,-1,-1,-1,-1,-1
8,1,620,316,220,547,-1,-1,-1,-1,-1
9,1,620,316,220,548,-1,-1,-1,-1,-1
10,1,620,315,220,549,-1,-1,-1,-1,-1
11,1,620,315,220,550,-1,-1,-1,-1,-1
12,1,620,314,220,551,-1,-1,-1,-1,-1
13,1,620,314,220,552,-1,-1,-1,-1,-1
14,1,620,313,220,553,-1,-1,-1,-1,-1
15,1,620,313,220,554,-1,-1,-1,-1,-1
16,1,620,312,220,555,-1,-1,-1,-1,-1
17,1,620,312,220,556,-1,-1,-1,-1,-1
18,1,620,311,220,557,-1,-1,-1,-1,-1
19,1,620,311,220,558,-1,-1,-1,-1,-1
20,1,620,310,220,559,-1,-1,-1,-1,-1
21,1,620,310,220,560,-1,-1,-1,-1,-1
22,1,620,309,220,561,-1,-1,-1,-1,-1
23,1,620,309,220,562,-1,-1,-1,-1,-1
24,1,620,308,220,563,-1,-1,-1,-1,-1
25,1,620,308,220,564,-1,-1,-1,-1,-1
26,1,620,307,220,565,-1,-1,-1,-1,-1
27,1,620,307,220,566,-1,-1,-1,-1,-1
28,1,620,306,220,567,-1,-1,-1,-1,-1
29,1,620,306,220,568,-1,-1,-1,-1,-1
30,1,620,305,220,569,-1,-1,-1,-1,-1
31,1,620,305,220,570,-1,-1,-1,-1,-1
32,1,620,304,220,571,-1,-1,-1,-1,-1
33,1,620,304,220,572,-1,-1,-1,-1,-1
34,1,620,303,220,573,-1,-1,-1,-1,-1
35,1,620,303,220,574,-1,-1,-1,-1,-1
36,1,620,302,220,575,-1,-1,-1,-1,-1
37,1,620,302,220,576,-1,-1,-1,-1,-1
38,1,620,301,220,577,-1,-1,-1,-1,-1
39,1,620,301,220,578,-1,-1,-1,-1,-1
40,1,620,300,220,579,-1,-1,-1,-1,-1
41,1,618,299,222,583,-1,-1,-1,-1,-1
42,1,616,298,224,587,-1,-1,-1,-1,-1
43,1,614,298,226,591,-1,-1,-1,-1,-1
44,1,612,297,228,595,-1,-1,-1,-1,-1
45,1,610,296,230,599,-1,-1,-1,-1,-1
46,1,608,295,232,603,-1,-1,-1,-1,-1
47,1,606,294,234,607,-1,-1,-1,-1,-1
48,1,604,294,236,611,-1,-1,-1,-1,-1
49,1,602,293,238,615,-1,-1,-1,-1,-1
50,1,600,292,240,619,-1,-1,-1,-1,-1
51,1,598,291,242,623,-1,-1,-1,-1,-1
52,1,596,290,244,627,-1,-1,-1,-1,-1
53,1,594,290,246,631,-1,-1,-1,-1,-1
54,1,592,289,248,635,-1,-1,-1,-1,-1
55,1,590,288,250,639,-1,-1,-1,-1,-1
56,1,588,287,252,643,-1,-1,-1,-1,-1
57,1,586,286,254,647,-1,-1,-1,-1,-1
58,1,584,286,256,651,-1,-1,-1,-1,-1
59,1,582,285,258,655,-1,-1,-1,-1,-1
60,1,580,284,260,659,-1,-1,-1,-1,-1
61,1,578,283,262,663,-1,-1,-1,-1,-1
62,1,576,282,264,667,-1,-1,-1,-1,-1
63,1,574,282,266,671,-1,-1,-1,-1,-1
64,1,572,281,268,675,-1,-1,-1,-1,-1
65,1,570,280,270,679,-1,-1,-1,-1,-1
66,1,568,279,272,683,-1,-1,-1,-1,-1
67,1,566,278,274,687,-1,-1,-1,-1,-1
68,1,564,278,276,691,-1,-1,-1,-1,-1
69,1,562,277,278,695,-1,-1,-1,-1,-1
70,1,560,276,280,699,-1,-1,-1,-1,-1
71,1,558,275,282,703,-1,-1,-1,-1,-1
72,1,556,274,284,707,-1,-1,-1,-1,-1
73,1,554,274,286,711,-1,-1,-1,-1,-1
74,1,552,273,288,715,-1,-1,-1,-1,-1
75,1,550,272,290,719,-1,-1,-1,-1,-1
76,1,548,271,292,723,-1,-1,-1,-1,-1
77,1,546,270,294,727,-1,-1,-1,-1,-1
78,1,544,270,296,731,-1,-1,-1,-1,-1
79,1,542,269,298,735,-1,-1,-1,-1,-1
80,1,540,268,300,739,-1,-1,-1,-1,-1
81,1,536,267,303,747,-1,-1,-1,-1,-1
82,1,532,265,306,755,-1,-1,-1,-1,-1
83,1,528,264,309,763,-1,-1,-1,-1,-1
84,1,524,262,312,771,-1,-1,-1,-1,-1
85,1,520,261,315,779,-1,-1,-1,-1,-1
86,1,516,260,318,787,-1,-1,-1,-1,-1
87,1,512,258,321,795,-1,-1,-1,-1,-1
88,1,508,257,324,803,-1,-1,-1,-1,-1
89,1,504,255,327,811,-1,-1,-1,-1,-1
90,1,500,254,330,819,-1,-1,-1,-1,-1
91,1,496,253,333,827,-1,-1,-1,-1,-1
92,1,492,251,336,828,-1,-1,-1,-1,-1
93,1,488,250,339,829,-1,-1,-1,-1,-1
94,1,484,248,342,831,-1,-1,-1,-1,-1
95,1,480,247,345,832,-1,-1,-1,-1,-1
96,1,476,246,348,833,-1,-1,-1,-1,-1
97,1,472,244,351,835,-1,-1,-1,-1,-1
98,1,468,243,354,836,-1,-1,-1,-1,-1
