1,1,40,450,90,296,-1,-1,-1,-1,-1
2,1,43,449,90,296,-1,-1,-1,-1,-1
3,1,46,449,90,296,-1,-1,-1,-1,-1
4,1,49,449,90,296,-1,-1,-1,-1,-1
5,1,52,449,90,296,-1,-1,-1,-1,-1
6,1,55,449,90,296,-1,-1,-1,-1,-1
7,1,58,449,90,296,-1,-1,-1,-1,-1
8,1,61,449,90,296,-1,-1,-1,-1,-1
9,1,64,449,90,296,-1,-1,-1,-1,-1
10,1,67,449,90,296,-1,-1,-1,-1,-1
11,1,70,448,90,296,-1,-1,-1,-1,-1
12,1,73,448,90,296,-1,-1,-1,-1,-1
13,1,76,448,90,296,-1,-1,-1,-1,-1
14,1,79,448,90,296,-1,-1,-1,-1,-1
15,1,82,448,90,296,-1,-1,-1,-1,-1
16,1,85,448,90,296,-1,-1,-1,-1,-1
17,1,88,448,90,296,-1,-1,-1,-1,-1
18,1,91,448,90,296,-1,-1,-1,-1,-1
19,1,94,448,90,296,-1,-1,-1,-1,-1
20,1,97,448,90,296,-1,-1,-1,-1,-1
21,1,100,447,90,296,-1,-1,-1,-1,-1
22,1,103,447,90,296,-1,-1,-1,-1,-1
23,1,106,447,90,296,-1,-1,-1,-1,-1
24,1,109,447,90,296,-1,-1,-1,-1,-1
25,1,112,447,90,296,-1,-1,-1,-1,-1
26,1,115,447,90,296,-1,-1,-1,-1,-1
27,1,118,447,90,296,-1,-1,-1,-1,-1
28,1,121,447,90,296,-1,-1,-1,-1,-1
29,1,124,447,90,296,-1,-1,-1,-1,-1
30,1,127,447,90,296,-1,-1,-1,-1,-1
31,1,132,446,90,296,-1,-1,-1,-1,-1
32,1,137,446,90,296,-1,-1,-1,-1,-1
33,1,142,446,90,296,-1,-1,-1,-1,-1
34,1,147,446,90,296,-1,-1,-1,-1,-1
35,1,152,446,90,296,-1,-1,-1,-1,-1
36,1,157,446,90,296,-1,-1,-1,-1,-1
37,1,162,446,90,296,-1,-1,-1,-1,-1
38,1,167,446,90,296,-1,-1,-1,-1,-1
39,1,172,446,90,296,-1,-1,-1,-1,-1
40,1,177,446,90,296,-1,-1,-1,-1,-1
41,1,182,445,90,296,-1,-1,-1,-1,-1
42,1,187,445,90,296,-1,-1,-1,-1,-1
43,1,192,445,90,296,-1,-1,-1,-1,-1
44,1,197,445,90,296,-1,-1,-1,-1,-1
45,1,202,445,90,296,-1,-1,-1,-1,-1
46,1,207,445,90,296,-1,-1,-1,-1,-1
47,1,212,445,90,296,-1,-1,-1,-1,-1
48,1,217,445,90,296,-1,-1,-1,-1,-1
49,1,222,445,90,296,-1,-1,-1,-1,-1
50,1,227,445,90,296,-1,-1,-1,-1,-1
51,1,232,444,90,296,-1,-1,-1,-1,-1
52,1,237,444,90,296,-1,-1,-1,-1,-1
53,1,242,444,90,296,-1,-1,-1,-1,-1
54,1,247,444,90,296,-1,-1,-1,-1,-1
55,1,252,444,90,296,-1,-1,-1,-1,-1
56,1,257,444,90,296,-1,-1,-1,-1,-1
57,1,262,444,90,296,-1,-1,-1,-1,-1
58,1,267,444,90,296,-1,-1,-1,-1,-1
59,1,272,444,90,296,-1,-1,-1,-1,-1
60,1,277,444,90,296,-1,-1,-1,-1,-1
61,1,282,443,90,296,-1,-1,-1,-1,-1
62,1,287,443,90,296,-1,-1,-1,-1,-1
63,1,292,443,90,296,-1,-1,-1,-1,-1
64,1,297,443,90,296,-1,-1,-1,-1,-1
